"PublicationID","PubTypeID","Year","Citation","ArticleTitle","Journal","Volume","Issue","Pages","CitationNumber","DOI","BookTitle","NumVolumes","Edition","VolumeTitle","SeriesTitle","SeriesVolume","Publisher","URL","City","State","Country","OriginalLanguage","Notes","RecDateCreated","RecDateModified"
7917,1,"1939","Frenguelli, J. 1939. Diatomeas del Lago Titicaca. Instituto del Museo de la Universidad Nacional de la Plata, Notas del Museo de la Plata 4:175-196.","Diatomeas del Lago Titicaca.","Instituto del Museo de la Universidad Nacional de la Plata, Notas del Museo de la Plata","4",NA,"175-196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-20 18:51:04","2015-04-20 18:51:04"
7918,1,"1986","Nielsen, E., A.V. Morgan, A. Morgan, R.J. Mott, N.W. Rutter, and C. Causse. 1986. Stratigraphy, Paleoecology, and Glacial History of  the Gillam Area, Manitoba. Canadian Journal of Earth Sciences 23:1641-1661.","Stratigraphy, Paleoecology, and Glacial History of  the Gillam Area, Manitoba","Canadian Journal of Earth Sciences","23",NA,"1641-1661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-20 19:51:19","2015-09-14 16:14:36"
7919,1,"1986","Wilson, M.J., and S.A. Elias. 1986. Paleoecological Significance of Holocene Insect Fossil Assemblages from the North Coast of Alaska. Actic 39:150-157.","Paleoecological Significance of Holocene Insect Fossil Assemblages from the North Coast of Alaska.","Actic","39",NA,"150-157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-20 20:24:06","2015-04-21 19:13:52"
7920,1,"2002","Heinrichs, M.L., R.J. Hebda, I.R. Walker, and S.L. Palmer. 2002. Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology 184:347-369.","Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology","184",NA,"347-369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-20 23:36:48","2015-04-20 23:36:48"
7921,1,"2007","Minckley, T.A., C. Whitlock, and P.J. Bartlein. 2007. Vegetation, fire, and climate history of the northwestern Great Basin during the last 14,000 years. Quaternary Science Reviews 26:2167-2184.","Vegetation, fire, and climate history of the northwestern Great Basin during the last 14,000 years","Quaternary Science Reviews","26",NA,"2167-2184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-20 23:55:11","2015-04-20 23:55:11"
7922,1,"2008","Kulikovskiy, M.S. 2008. Species composition and morphology of the pennate diatoms of sphagnous bogs of Russia Plain. 2. Fragilariaceae (Bacillariophyta). Botanicheskii Zhurnal 93:245-253.","Species composition and morphology of the pennate diatoms of sphagnous bogs of Russia Plain. 2. Fragilariaceae (Bacillariophyta).","Botanicheskii Zhurnal","93",NA,"245-253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-21 15:15:42","2015-04-21 15:15:42"
7923,1,"1990","Matthews Jr., J.V., C.E. Schweger, and O.L. Hughes. 1990. Plant and Insect Fossils from the Mayo Indian Village Section (Central Yukon): New Data on Middle Wisconsonian Environments and Glaciation. Geological Survey of Canada 44(1):15-26.","Plant and Insect Fossils from the Mayo Indian Village Section (Central Yukon): New Data on Middle Wisconsonian Environments and Glaciation","Geological Survey of Canada","44","1","15-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-21 18:32:39","2015-09-14 16:57:12"
7924,6,"1997","Bigelow, N.H. 1997. Late-Quaternary vegetation and climate in Central Alaska. Doctoral dissertation. University of Alaska, Fairbanks, Alaska, USA.","Late-Quaternary vegetation and climate in Central Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Alaska",NA,"Fairbanks","Alaska","USA",NA,NA,"2015-04-21 23:57:24","2015-08-13 00:34:05"
7925,6,"1976","Schweger, C.E. 1976. Late Quaternary paleoecology of the Onion Portage region, northwestern Alaska. Doctoral dissertation. University of Alberta, Edmonton, Alberta, Canada.","Late Quaternary paleoecology of the Onion Portage region, northwestern Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Alberta",NA,"Edmonton","Alberta","Canada",NA,NA,"2015-04-22 00:17:14","2015-04-22 00:17:14"
7926,1,"2010","Rippke, M.B., M.T. Distler, and J.M. Farrell. 2010. Holocene vegetation dynamics of an upper St. Lawrence River wetland: Paleoecological evidence for a recent increase in cattail (Typha). Wetlands 30:805-816.","Holocene vegetation dynamics of an upper St. Lawrence River wetland: Paleoecological evidence for a recent increase in cattail (Typha)","Wetlands","30",NA,"805-816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-22 18:44:56","2015-04-22 18:44:56"
7927,1,"1987","Pilny, J.J., and A.V. Morgan. 1987. Paleoentomology and Paleoecology of a Possible Sangamonian Site near Innerkip, Ontatrio. Quaternary Research 28:157-174.","Paleoentomology and Paleoecology of a Possible Sangamonian Site near Innerkip, Ontatrio","Quaternary Research","28",NA,"157-174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-22 19:41:15","2015-04-22 20:05:49"
7928,1,"1990","Churcher, C.S., J.J. Pilny, and A.V. Morgan. 1990. Late Pleistocene Vertebrate, Plant and Insect Remains from the Innerkip Site Southwestern Ontario. Geographie physique et Quaternaire 44:299-309.","Late Pleistocene Vertebrate, Plant and Insect Remains from the Innerkip Site Southwestern Ontario","Geographie physique et Quaternaire","44",NA,"299-309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-22 20:04:16","2015-04-22 20:04:16"
7929,1,"1991","Sauchyn, M.A., and D.J. Sauchyn. 1991. A continuous record of Holocene pollen from Harris Lake, southwestern Saskatchewan, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology 88:13-23.","A continuous record of Holocene pollen from Harris Lake, southwestern Saskatchewan, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology","88",NA,"13-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-23 00:04:40","2015-04-23 00:04:40"
7930,2,"1985","Mott, R.J. 1985. Late-glacial climatic change in the Maritimes. Pages 281-300 in C.R. Harington, editor. Climatic Change in Canada. Volume 5. Critical Periods in the Quaternary Climatic History of Northern North America. SYLLOGEUS 55.","Late-glacial climatic change in the Maritimes",NA,"5",NA,"281-300",NA,NA,"Climatic Change in Canada",NA,NA,"Critical Periods in the Quaternary Climatic History of Northern North America","SYLLOGEUS","55",NA,NA,NA,NA,NA,NA,NA,"2015-04-23 14:34:39","2015-04-23 14:34:39"
7931,1,"1993","Liu, K., and M.L. Fearn. 1993. Lake-sediment record of late Holocene hurricane activities from coastal Alabama. Geology 21(9):793-796. [DOI: 10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2]","Lake-sediment record of late Holocene hurricane activities from coastal Alabama","Geology","21","9","793-796",NA,"10.1130/0091-7613(1993)021<0793:LSROLH>2.3.CO;2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-23 19:35:24","2015-04-28 19:13:38"
7932,1,"1995","Liu, K., and M.L. Fearn. 1995. Maize pollen of 3500 B.P. from southern Alabama. American Antiquity 60(1):109-117.","Maize pollen of 3500 B.P. from southern Alabama","American Antiquity","60","1","109-117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-23 19:35:36","2015-04-23 19:35:36"
7933,1,"2007","Athens, J.S., J.V. Ward, and D.W. Blinn. 2007. Vegetation history of Laysan Island, northwestern Hawaiian Islands. Pacific Science 61(1):17-37.","Vegetation history of Laysan Island, northwestern Hawaiian Islands","Pacific Science","61","1","17-37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-24 00:33:57","2015-04-24 00:33:57"
7934,7,"2004","Athens, J.S., J.V. Ward, and D.W. Blinn. 2004. Holocene paleoenvironment of Laysan Island, Northwestern Hawaiian Islands. Pacific Islands Ecoregion, Division of Ecological Services, U.S. Fish and Wildlife Service, Honolulu, Hawaii, USA.","Holocene paleoenvironment of Laysan Island, Northwestern Hawaiian Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific Islands Ecoregion, Division of Ecological Services, U.S. Fish and Wildlife Service",NA,"Honolulu","Hawaii","USA",NA,NA,"2015-04-24 00:58:13","2015-04-24 00:58:13"
7935,1,"1951","Heizer, R.F. 1951. Preliminary report on the Leonard Rockshelter site, Pershing County, Nevada. American Antiquity 17(2):89-98.","Preliminary report on the Leonard Rockshelter site, Pershing County, Nevada","American Antiquity","17","2","89-98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-24 14:41:23","2015-04-24 14:41:23"
7936,1,"1979","Byrne, R., C. Busby, and R.F. Heizer. 1979. The altithermal revisited: Pollen evidence from the Leonard Rockshelter. Journal of California and Great Basin Anthropology 1:280-294.","The altithermal revisited: Pollen evidence from the Leonard Rockshelter","Journal of California and Great Basin Anthropology","1",NA,"280-294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-24 14:41:37","2015-04-24 14:41:37"
7937,1,"2001","Joynt, E.H., III, and A.P. Wolfe. 2001. Paleoenvironmental inference models from
sediment diatom assemblages in Baffin Island
lakes (Nunavut, Canada) and reconstruction of
summer water temperature. Canadian Journal of Fisheries and Aquatic Sciences 58:1222–1243. https://notendur.hi.is/oi/AG-326%202006%20readings/Canadian%20Arctic/Joynt_CANJFAS2001.pdf. [DOI: 10.1139/cjfas-58-6-1222]","Paleoenvironmental inference models from
sediment diatom assemblages in Baffin Island
lakes (Nunavut, Canada) and reconstruction of
summer water temperature","Canadian Journal of Fisheries and Aquatic Sciences","58",NA,"1222–1243",NA,"10.1139/cjfas-58-6-1222",NA,NA,NA,NA,NA,NA,NA,"https://notendur.hi.is/oi/AG-326%202006%20readings/Canadian%20Arctic/Joynt_CANJFAS2001.pdf",NA,NA,NA,NA,NA,"2015-04-27 14:43:24","2015-04-27 14:43:24"
7938,1,"1996","Seppä, H., L.C. Cwynar, and G.M. Macdonald. 1996. Post-glacial vegetation reconstruction and a
possible 8200 cal. yr BP event from the low arctic
of continental Nunavut, Canada. Journal of Quaternary Science 18(7):621-629. [DOI: 10.1002/jqs.793]","Post-glacial vegetation reconstruction and a
possible 8200 cal. yr BP event from the low arctic
of continental Nunavut, Canada","Journal of Quaternary Science","18","7","621-629",NA,"10.1002/jqs.793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-27 20:14:34","2015-04-27 20:14:34"
7939,1,"2002","Foster, D.R., S. Clayden, D.A. Orwig, B. Hall, and S. Barry. 2002. Oak, chestnut and fire: climatic and cultural controls of long-term forest dynamics in New England, USA. Journal of Biogeography 29:1359-1379.","Oak, chestnut and fire: climatic and cultural controls of long-term forest dynamics in New England, USA","Journal of Biogeography","29",NA,"1359-1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-28 00:43:08","2015-04-28 00:43:08"
7940,1,"1965","Dyck, W., J.G. Fyles, and W. Blake, Jr. 1965. Geological Survey of Canada radiocarbon dates IV. Radiocarbon 7:24-46.","Geological Survey of Canada radiocarbon dates IV","Radiocarbon","7",NA,"24-46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-28 01:22:46","2015-04-28 01:22:46"
7941,7,"1975","White, O.L. 1975. Quaternary geology of the Bolton Area southern Ontario. Geological Report 117, Ontario Division of Mines, Toronto, Ontario, Canada.","Quaternary geology of the Bolton Area southern Ontario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geological Report","117","Ontario Division of Mines",NA,"Toronto","Ontario","Canada",NA,NA,"2015-04-28 01:28:34","2015-04-28 01:28:34"
7942,1,"1971","Lowdon, J.A., I.M. Robertson, and W. Blake, Jr. 1971. Geological Survey of Canada radiocarbon dates XI. Radiocarbon 13(2):255-324.","Geological Survey of Canada radiocarbon dates XI","Radiocarbon","13","2","255-324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-28 01:34:18","2015-04-28 01:34:18"
7943,1,"2007","Long, C.J., C. Whitlock, and P.J. Bartlein. 2007. Holocene vegetation and fire history of the Coast Range, western Oregon, USA. The Holocene 17:917-926.","Holocene vegetation and fire history of the Coast Range, western Oregon, USA","The Holocene","17",NA,"917-926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-28 01:55:53","2015-04-28 01:55:53"
7944,1,"1981","Mott, R.J., and E.A. Christiansen. 1981. Palynological study of slough deposits from central Saskatchewan. Current Research, Geological Survey of Canada Paper 21-1B:133-136.","Palynological study of slough deposits from central Saskatchewan","Current Research, Geological Survey of Canada","Paper 21-1B",NA,"133-136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-28 19:54:29","2015-04-28 19:54:29"
7945,1,"1999","Davis, O.K. 1999. Pollen analysis of a late-glacial and Holocene sediment core from Mono Lake, Mono County, California. Quaternary Research 52:243-249.","Pollen analysis of a late-glacial and Holocene sediment core from Mono Lake, Mono County, California","Quaternary Research","52",NA,"243-249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-29 00:36:22","2015-04-29 00:36:22"
7946,5,"2004","Arsenault, T.A. 2004. Late Quaternary vegetation and climate change at Moraine Bog, Tiedemann Glacier, Coast Mountains, British Columbia, Canada. Master's thesis. Simon Fraser University, Vancouver, British Columbia, Canada.","Late Quaternary vegetation and climate change at Moraine Bog, Tiedemann Glacier, Coast Mountains, British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simon Fraser University",NA,"Vancouver","British Columbia","Canada",NA,NA,"2015-04-29 01:06:32","2015-04-29 01:06:32"
7947,1,"2007","Arsenault, T.A., J.J. Clague, and R.W. Mathewes. 2007. Late Holocene vegetation and climate change at Moraine Bog, Tiedemann Glacier, southern Coast Mountains, British Columbia. Canadian Journal of Earth Sciences 44:707-719.","Late Holocene vegetation and climate change at Moraine Bog, Tiedemann Glacier, southern Coast Mountains, British Columbia","Canadian Journal of Earth Sciences","44",NA,"707-719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-29 01:06:51","2015-04-29 01:06:51"
7948,0,"1991","Wang, Xia-Cheng. 1991.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-29 01:45:41","2015-04-29 01:45:41"
7949,7,"1991","Wang, Xia-Cheng. 1991. Holocene pollen records of Banks Island, Northwest Territories, Canada. A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ, Geological Survey of Canada.","Holocene pollen records of Banks Island, Northwest Territories, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ",NA,"Geological Survey of Canada",NA,NA,NA,NA,NA,NA,"2015-04-29 01:48:12","2015-04-29 01:53:54"
7950,7,"1991","Wang, X.-C. 1991. Holocene pollen records of Banks Island, Northwest Territories, Canada. A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ, Geological Survey of Canada.","Holocene pollen records of Banks Island, Northwest Territories, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ",NA,"Geological Survey of Canada",NA,NA,NA,NA,NA,NA,"2015-04-29 01:54:25","2015-04-29 01:55:45"
7951,9,"1991","Wang, X.-C. 1991.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-29 23:19:42","2015-04-29 23:19:42"
7952,7,"1991","Wang, X.-C. 1991. Holocen pollen records of Banks Island, Northwest territories, Canada. A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ, Geological Survey of Canada.","Holocen pollen records of Banks Island, Northwest territories, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A report to the Geological Survey of Canada in partial fulfillment of the requirements for the Contract 23397-0-1626/01-SZ",NA,"Geological Survey of Canada",NA,NA,NA,NA,NA,NA,"2015-04-29 23:24:23","2015-04-29 23:24:23"
7953,1,"1995","Jette, H., and R.J. Mott. 1995. Vegetation and climate of maritime Canada 6000 years B.P.: a synthesis. Geographie physique et Quaternaire 49:141-162.","Vegetation and climate of maritime Canada 6000 years B.P.: a synthesis.","Geographie physique et Quaternaire","49",NA,"141-162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-30 01:59:05","2015-04-30 01:59:05"
7954,1,"1990","Mott, R.J. 1990. Sangamonian forest history and climate in Atlantic Canada. Geographie physique et Quaternaire 44(3):257-270.","Sangamonian forest history and climate in Atlantic Canada","Geographie physique et Quaternaire","44","3","257-270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-30 02:05:57","2015-04-30 02:05:57"
7955,1,"1985","Mott, R.J., and D.R. Grant. 1985. Pre-Late Wisconsinan paleoenvironments in Atlantic Canada. Geographie physique et Quaternaire 39(3):239-254.","Pre-Late Wisconsinan paleoenvironments in Atlantic Canada","Geographie physique et Quaternaire","39","3","239-254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-30 02:06:09","2015-04-30 02:06:09"
7956,1,"1992","Churchill, L.L., and R.E. Nelson. 1992. Paleoenvironmental Analysis of Subfossil Coleopteran Fauna from the Toklat River Valley, Central Alaska. Maine Geologist 18(2):4.","Paleoenvironmental Analysis of Subfossil Coleopteran Fauna from the Toklat River Valley, Central Alaska","Maine Geologist","18","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-30 21:46:54","2015-06-19 19:48:40"
7957,1,"1996","Elias, S.A., S.K. Short, and C.F. Waythomas. 1996. Late Quaternary Environments, Denali National Park and Preserve, Alaska. Arctic 49(3):292-305.","Late Quaternary Environments, Denali National Park and Preserve, Alaska","Arctic","49","3","292-305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-30 21:54:48","2015-05-21 18:30:12"
7958,1,"1976","Van Devender, T.R., K.B. Moodie, and A.H. Harris. 1976. The desert tortoise (Gopherus agassizi) in the Pleistocene of the northern Chihuahuan Desert. Herpetologica 32(3):298-304.","The desert tortoise (Gopherus agassizi) in the Pleistocene of the northern Chihuahuan Desert","Herpetologica","32","3","298-304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-01 20:02:58","2015-05-01 20:02:58"
7959,5,"2001","Rohr, M. 2001. Paleoenvironmental changes at treeline: A 6,500 year long pollen and stable isotope record. Master's thesis. University of Alaska, Fairbanks, Alaska, USA.","Paleoenvironmental changes at treeline: A 6,500 year long pollen and stable isotope record",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Alaska",NA,"Fairbanks","Alaska","USA",NA,NA,"2015-05-01 21:10:22","2015-05-01 21:10:22"
7960,0,"2005","Edwards, M.E., and M. Rohr. 2005.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-01 21:10:36","2015-05-01 21:10:36"
7961,11,"2005","Edwards, M.E., and M. Rohr. 2005. A 6500-year long pollen record at treeline from Swampbuggy and Nutella Lakes in central Alaska: Pollen records. Bonanza Creek Long-term Ecological Research website. http://www.lter.uaf.edu/data_detail.cfm?datafile_pkey=82.","A 6500-year long pollen record at treeline from Swampbuggy and Nutella Lakes in central Alaska: Pollen records. Bonanza Creek Long-term Ecological Research website",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.lter.uaf.edu/data_detail.cfm?datafile_pkey=82",NA,NA,NA,NA,NA,"2015-05-01 21:57:22","2015-05-01 21:57:22"
7962,1,"1969","Bender, M.M., R.A. Bryson, and D.A. Baerreis. 1969. University of Wisconsin Radiocarbon Dates VI. Radiocarbon 11(1):228-235.","University of Wisconsin Radiocarbon Dates VI","Radiocarbon","11","1","228-235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-02 02:10:25","2015-05-02 02:10:25"
7963,1,"2000","McLachlan, J.S., D.R. Foster, and F. Menalled. 2000. Anthropogenic ties to late-successional structure and composition in four New England hemlock stands. Ecology 81(3):717-733.","Anthropogenic ties to late-successional structure and composition in four New England hemlock stands","Ecology","81","3","717-733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-02 02:19:18","2015-05-08 01:57:59"
7964,5,"2008","Hathorn, J.H. 2008. Paleoecology and paleotempestology of the Pascagoula Marsh, Mississippi. Master's thesis. Louisiana State University, Baton Rouge, Louisiana, USA.","Paleoecology and paleotempestology of the Pascagoula Marsh, Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana State University",NA,"Baton Rouge","Louisiana","USA",NA,NA,"2015-05-04 18:56:31","2015-05-04 18:56:31"
7965,1,"1999","Miller, G.H., W.N. Mode, A.P. Wolfe, P.E. Sauer, O. Bennike, S.L. Forman, S.K. Short, and T.W. Stafford. 1999. Stratified interglacial lacustrine sediments from Baffin Island, Arctic Canada: chronology and paleoenvironmental implications. Quaternary Science Reviews 18:789-810.","Stratified interglacial lacustrine sediments from Baffin Island, Arctic Canada: chronology and paleoenvironmental implications","Quaternary Science Reviews","18",NA,"789-810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-05 01:00:18","2015-05-05 01:00:18"
7966,1,"2009","LaMoreaux, H.K., G.A. Brook, and J.A. Knox. 2009. Late Pleistocene and Holocene environments of the southeastern United States from the stratigraphy and pollen content of a peat deposit on the Georgia coastal plain. Palaeogeography, Palaeoclimatology, Palaeoecology 280:300-312.","Late Pleistocene and Holocene environments of the southeastern United States from the stratigraphy and pollen content of a peat deposit on the Georgia coastal plain","Palaeogeography, Palaeoclimatology, Palaeoecology","280",NA,"300-312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-05 19:16:47","2015-05-05 19:16:47"
7967,6,"1999","LaMoreaux, H.K. 1999. Human-environmental relationships in the coastal plain of Georgia based on high-resolution paleoenvironmental records from three peat deposits. Doctoral dissertation. University of Georgia, Athens, Georgia, USA.","Human-environmental relationships in the coastal plain of Georgia based on high-resolution paleoenvironmental records from three peat deposits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Georgia",NA,"Athens","Georgia","USA",NA,NA,"2015-05-05 19:17:01","2015-05-05 19:17:01"
7968,1,"1996","Elias, S.A., S.K. Short, C.H. Nelson, and H.H. Birks. 1996. Life and Times of the Bering Land Bridge. Nature 382(60-63).","Life and Times of the Bering Land Bridge","Nature","382","60-63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-05 20:27:51","2015-05-21 18:30:36"
7969,1,"1995","Kennett, J.P., and B.L. Ingram. 1995. A 20,000 year record of ocean circulation and climate-change from the Santa Barbara Basin. Nature 377:510-514.","A 20,000 year record of ocean circulation and climate-change from the Santa Barbara Basin.","Nature","377",NA,"510-514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-06 02:29:05","2015-05-06 02:29:05"
7970,1,"2002","Hendy, I.L., J.P. Kennett, E.B. Roark, and B.L. Ingram. 2002. Apparent synchroneity of submillennial climate events between Greenland and Santa Barbara Basin, California from 30-10 ka. Quaternary Science Reviews 21(10):1167-1184. [DOI: 10.1016/S0277-3791(01)00138-X]","Apparent synchroneity of submillennial climate events between Greenland and Santa Barbara Basin, California from 30-10 ka.","Quaternary Science Reviews","21","10","1167-1184",NA,"10.1016/S0277-3791(01)00138-X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-06 02:29:23","2015-06-19 03:01:53"
7971,6,"2007","Anderson, R. 2007. Stable isotope and pollen evidence for Late Quaternary climate change in southern coastal California. Doctoral dissertation. University of California, Berkeley, Berkeley, California, USA.","Stable isotope and pollen evidence for Late Quaternary climate change in southern coastal California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of California, Berkeley",NA,"Berkeley","California","USA",NA,NA,"2015-05-06 02:29:40","2015-05-06 02:29:40"
7972,2,"1995","Ingram, B.L., and J.P. Kennett. 1995. Radiocarbon chronology and planktonic-benthic foraminiferal C14 age differences in Santa Barbara Basin sediments, Hole 893A. Pages 19-27 in J.P. Kennet, J.G. Baldauf, and M. Lyle, editors. Proceedings of the Ocean Drilling Program Scientific Results. Volume 146.","Radiocarbon chronology and planktonic-benthic foraminiferal C14 age differences in Santa Barbara Basin sediments, Hole 893A",NA,"146",NA,"19-27",NA,NA,"Proceedings of the Ocean Drilling Program Scientific Results",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-06 03:06:21","2015-05-06 03:06:21"
7973,1,"2008","Veltre, D.W., D.R. Yesner, K.J. Crossen, R.W. Graham, and J.B. Coltrain. 2008. Patterns of faunal extinction and paleoclimatic change from mid-Holocene mammoth and polar bear remains, Pribilof Islands, Alaska. Quaternary Research 70:40-50. [DOI: 10.1016/j.yqres.2008.03.006]","Patterns of faunal extinction and paleoclimatic change from mid-Holocene mammoth and polar bear remains, Pribilof Islands, Alaska","Quaternary Research","70",NA,"40-50",NA,"10.1016/j.yqres.2008.03.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-07 19:22:56","2015-05-07 19:22:56"
7974,2,"2005","Yesner, D.R., D.W. Veltre, K.J. Crossen, and R.W. Graham. 2005. 5,700-year-old mammoth remains from Qagnax Cave, Pribilof Islands, Alaska: North America's last outpost of Pleistocene megafauna. Pages 200-204 in L.R. Agenbroad and S. Symington, editors. The World of Elephants: Short Papers and Abstracts of the 2nd International Congress. Volume 4. Mammoth Site Scientific Papers.","5,700-year-old mammoth remains from Qagnax Cave, Pribilof Islands, Alaska: North America's last outpost of Pleistocene megafauna.",NA,"4",NA,"200-204",NA,NA,"The World of Elephants: Short Papers and Abstracts of the 2nd International Congress",NA,NA,"Mammoth Site Scientific Papers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-07 19:23:11","2015-05-07 19:23:11"
